position,token,surprisal_bits,category
363, fraction,0.0006745302234776318,boilerplate
364,",",0.9974197149276733,boilerplate
365, coronary,4.6672210693359375,clinical_entity
366, artery,0.00616220198571682,clinical_entity
367, disease,0.0024272119626402855,clinical_entity
368, treated,11.017552375793457,boilerplate
369, with,0.07833782583475113,boilerplate
370, a,2.445136547088623,boilerplate
371, bare,5.36848783493042,clinical_entity
372, metal,0.7625439167022705,clinical_entity
373, st,0.007809880655258894,boilerplate
374,ent,4.8670270189177245e-05,boilerplate
375, six,6.373258590698242,boilerplate
376, months,0.22244396805763245,boilerplate
377, prior,0.9737487435340881,boilerplate
378,",",0.0836164727807045,boilerplate
379, diabetes,8.575469970703125,clinical_entity
380, mell,0.27733010053634644,clinical_entity
381,itus,1.2038780141665484e-06,clinical_entity
382, type,1.6562440395355225,clinical_entity
383, ,0.09727601706981659,boilerplate
384,2,0.020456088706851006,numeric
385,",",0.018838416785001755,boilerplate
386, hypertension,4.35120964050293,clinical_entity
387,",",0.009479428641498089,boilerplate
388, g,10.829665184020996,numeric
389,out,1.633825922908727e-05,boilerplate
390,",",0.024058327078819275,boilerplate
391, and,0.18584997951984406,boilerplate
392, chronic,3.0693812370300293,clinical_entity
393, kidney,0.27139535546302795,clinical_entity
394, disease,0.00016113874153234065,clinical_entity
395, stage,0.9285470247268677,boilerplate
396, ,0.1523430198431015,boilerplate
397,3,0.28141629695892334,numeric
398, (,6.298458099365234,boilerplate
399,cre,6.768416404724121,boilerplate
400,atin,4.5230728574097157e-05,clinical_entity
401,ine,0.0005007265717722476,boilerplate
402, clearance,5.267431735992432,clinical_entity
403, ,0.575921893119812,boilerplate
404,3,1.5443496704101562,numeric
405,0,1.9909327030181885,numeric
406,).,5.235506057739258,boilerplate
407, His,2.1248505115509033,boilerplate
408, home,7.76714563369751,boilerplate
409, medications,0.12332417815923691,boilerplate
410, included,0.17906655371189117,boilerplate
411, pr,3.0060207843780518,boilerplate
412,as,0.0011664305347949266,boilerplate
413,ug,-0.0,numeric
414,rel,4.471542069950374e-06,boilerplate
415,",",2.543534517288208,boilerplate
416, aspir,0.27146175503730774,clinical_entity
417,in,6.879304237372708e-07,boilerplate
418,",",0.0397581122815609,boilerplate
419, at,9.129582405090332,boilerplate
420,or,0.018122395500540733,boilerplate
421,v,4.1275245166616514e-05,boilerplate
422,ast,0.00026173386140726507,boilerplate
423,atin,2.8376858608680777e-05,clinical_entity
424,",",0.006199191324412823,boilerplate
425, cl,12.611427307128906,boilerplate
426,on,0.012251130305230618,boilerplate
427,idine,0.04308737814426422,clinical_entity
428,",",0.005702494643628597,boilerplate
429, f,6.731363773345947,boilerplate
430,uro,0.011068372055888176,boilerplate
431,sem,1.1694773093040567e-05,boilerplate
432,ide,1.6854201021487825e-05,boilerplate
433,",",0.002723181387409568,boilerplate
434, potassium,10.643213272094727,clinical_entity
435, chloride,2.156611680984497,clinical_entity
436,",",0.004553099628537893,boilerplate
437, a,7.61273717880249,boilerplate
438,ml,0.004205890465527773,numeric
439,od,1.7886084606288932e-05,boilerplate
440,ip,0.0001033578664646484,boilerplate
441,ine,-0.0,boilerplate
442,",",0.009935030713677406,boilerplate
443, insulin,9.423954963684082,clinical_entity
444,",",0.3091503381729126,boilerplate
445, al,7.360015392303467,boilerplate
446,lop,0.007361136376857758,boilerplate
447,ur,7.911180546216201e-06,boilerplate
448,in,3.95559527532896e-06,boilerplate
449,ol,1.7198263435602712e-07,boilerplate
450,",",0.03871775418519974,boilerplate
451, and,0.056582484394311905,boilerplate
452, hy,12.246602058410645,boilerplate
453,d,0.0029068440198898315,boilerplate
454,ral,0.02061106078326702,boilerplate
455,azine,2.0637771740439348e-05,clinical_entity
456,".

",2.47078275680542,boilerplate
457,His,3.5814106464385986,boilerplate
